family_income_category,parent_education_level,prior_academic_performance,school_resources_rating,distance_to_school_km,transportation_access,special_education_needs,language_barrier,family_support,peer_influence,extracurricular_participation,school_climate,attendance_rate,dropout_probability
Low Income,,3.8520803168661057,Excellent,4.992333360240424,Walk,Moderate,None,High,Positive,None,Poor,68.77448412468199,0.9242665713200178
Below Poverty,Some College,1.921594860985066,Fair,10.832620037842377,Walk,None,Minor,High,Positive,Active,Excellent,90.16578779645803,0.5764663783702861
Low Income,,2.0121113727656352,Excellent,8.07242800978703,None,Moderate,,None,Positive,None,Toxic,50.16209432068769,0.2054113114935372
,Some College,2.2797567541519785,Excellent,4.478558741391991,Bus,Mild,None,Moderate,Negative,Some,Excellent,79.38975199429973,0.19551604835848113
,Less than HS,3.57471854672637,Fair,,Walk,Severe,None,None,Negative,Active,Toxic,83.64350816999612,0.6567100855435049
Below Poverty,Graduate,2.1725721521689483,Good,12.044703956491965,None,Moderate,Major,None,Neutral,Some,Poor,67.4732324649961,0.6516596044697046
Upper Middle,Some College,2.341823225578167,Good,29.746955769097678,Bus,Severe,None,Moderate,Neutral,Some,Toxic,77.55076892070488,0.7731271380528142
Upper Middle,High School,1.6218305310654901,Fair,18.087111508719968,Car,None,Major,Low,Neutral,Active,Fair,83.48281226752326,0.781349753903841
Low Income,Bachelor,1.9764405396152085,Excellent,7.5619177169450555,Walk,None,Major,None,Positive,Some,Fair,,0.10975515435468175
Upper Middle,Bachelor,3.5720378790958995,Good,9.419644729106412,Bus,Moderate,None,None,Neutral,Some,Good,77.84750553465892,0.13106020106066074
Upper Middle,Less than HS,3.0651888202153863,Good,16.072360657290123,None,Severe,Minor,None,Negative,None,Excellent,85.26103294244442,0.393748567275377
Wealthy,Less than HS,2.2464741916837925,Excellent,13.123670859642388,Walk,Severe,Minor,None,Neutral,Some,Good,71.43629188423442,0.8511276581053506
Low Income,High School,2.6841826603484575,Poor,1.3712234297871622,Bus,None,None,Low,Neutral,Active,Toxic,59.10860144663413,0.01703947289324592
Middle Class,Graduate,2.9233506642051648,Fair,8.028689672226573,Bus,Moderate,None,Moderate,Neutral,Active,Fair,83.52857989586812,0.8035536451949798
Below Poverty,Less than HS,1.8280711757195593,Fair,17.629465727353,Car,Mild,Major,Low,Positive,Active,Poor,73.29292858785503,0.0874372015354895
Below Poverty,Some College,2.0635804685412653,Good,10.79824695734007,Car,Moderate,Major,Low,Neutral,Active,Excellent,62.561491173773426,0.772841974857987
Middle Class,High School,2.926445403394232,Excellent,10.967830425206888,None,None,Major,None,Positive,Active,,83.2664597450484,0.12748092751182827
Low Income,Bachelor,3.085422680524967,Fair,26.85494632880504,Walk,None,None,Low,Positive,None,Excellent,84.58561074509497,0.934266304893495
,Bachelor,2.678542042422637,Excellent,3.1531083092283465,None,Severe,Major,None,Negative,Active,Good,64.97499432419728,0.6503413816521133
Low Income,Bachelor,3.9256972413315867,Excellent,17.993471971407132,None,Moderate,Minor,Low,Neutral,Active,Poor,78.23745625650412,0.5972144864601201
Middle Class,High School,2.605763736375848,Good,28.37729166981968,Walk,None,Minor,Moderate,Neutral,Active,Fair,93.23123017441169,
Middle Class,Bachelor,3.5834446293603905,Fair,28.269344110217755,Car,None,Minor,Moderate,Negative,None,Fair,97.1862506142559,0.6770440589892888
Middle Class,Less than HS,2.9789526970291638,Excellent,,,None,Minor,Low,Negative,,Poor,78.77324198109625,0.54677703642979
Upper Middle,High School,,Excellent,4.205965093865462,Bus,Moderate,Major,Low,Negative,Active,Toxic,62.05602667182347,0.9912936479012593
Middle Class,Less than HS,2.172629288379377,Excellent,15.380122499099018,Walk,None,Major,Moderate,Negative,Some,Fair,90.96622127300577,0.8300001770765879
Wealthy,Some College,2.9710082696365947,Poor,29.28317068468631,None,Moderate,Minor,High,Negative,None,Good,52.531414705332416,
Middle Class,Graduate,3.3284701779789936,Excellent,19.22824713369066,,Severe,Minor,High,Positive,Some,Toxic,65.64864604595621,0.4201387863043572
Wealthy,,3.0212531644922667,Good,22.957028778354143,Bus,Mild,None,Low,Positive,Active,Good,67.77259559920256,0.011026985679211898
Middle Class,High School,1.6536536788840053,,14.333008800111475,Car,Mild,Minor,Low,Neutral,Active,Fair,52.94487358003745,0.5410073596565425
Wealthy,Some College,3.7293513294151,Excellent,25.18136410836137,Car,,Minor,Moderate,Neutral,,Poor,89.03858801292927,0.5998094538340457
Low Income,High School,2.376497227070864,Fair,3.3669886455641596,None,Severe,Minor,,,Active,Toxic,78.59548516913324,0.01975085180082692
Middle Class,Less than HS,2.9104460297624457,Excellent,14.514458223068248,None,Severe,Major,Low,Negative,Active,Excellent,72.02838149887162,0.43479274797298206
Low Income,Bachelor,1.7344010429094845,Good,23.22658046755351,Bus,Mild,Minor,Low,Positive,None,Good,54.25794842194691,0.3454615739607769
Low Income,Less than HS,1.5472800437159204,Poor,17.174556562273946,Car,Severe,None,Low,Negative,Some,Poor,93.06071047023983,0.38362650753343897
Middle Class,Less than HS,,Poor,29.712131426119537,Car,Severe,Major,None,Positive,Some,Fair,99.7457010854036,0.71241160611708
Low Income,Graduate,2.327905110666908,Good,2.877938061947102,Car,Mild,Major,None,Positive,Some,Fair,69.52102462392162,0.782625473670119
Low Income,Some College,2.29948837970403,Poor,11.906602471959324,Bus,Moderate,Minor,High,Positive,Active,Poor,88.88129067653439,0.9646879895855562
Low Income,Less than HS,2.147255388545389,Good,5.11027566261392,Car,Severe,None,None,Negative,Some,Good,77.01050999581224,0.6182119352962481
Wealthy,Less than HS,2.799844137460423,Excellent,4.594268247788049,Bus,Moderate,None,High,Neutral,Active,Excellent,69.57740248731804,0.8161671634090379
Wealthy,Bachelor,2.52001332691518,Good,25.50349869398334,Bus,Moderate,Major,Moderate,,None,Fair,72.41425793405041,0.2910632556728927
Wealthy,Graduate,2.237501436517031,Excellent,23.374085350091043,Bus,,,Moderate,Neutral,Active,Toxic,86.51662582819492,0.13146226070242006
Upper Middle,High School,2.8785132391497323,Fair,11.887804955829296,Bus,Severe,None,Low,Negative,None,Fair,81.82598640941671,0.5224301202613015
Wealthy,Graduate,3.422623510913845,Fair,17.655723744909807,Bus,Mild,Major,Low,Neutral,Active,Excellent,93.61382328798548,0.4843897124375105
Upper Middle,Graduate,3.5928426619766216,Excellent,6.360619368674811,None,Severe,None,High,Positive,Active,Poor,84.41231357152017,0.7152938612448348
Below Poverty,Graduate,3.7795769805666337,Poor,11.44058363682971,None,Moderate,Major,None,Positive,Active,Excellent,63.98238653427617,0.3825837639850177
Below Poverty,Less than HS,3.6829031039437767,Fair,25.40514854330297,Walk,None,Major,None,Neutral,Some,Poor,71.74003946609226,
Low Income,Graduate,2.652704072047995,Good,10.332568077087359,Walk,Moderate,,High,Negative,None,,92.71864736664418,0.45338980653456007
Low Income,Graduate,2.9340482394075895,Good,10.485437438798561,None,Severe,Minor,Low,Negative,None,Toxic,62.24260469514477,0.5240890399515806
Wealthy,Less than HS,2.4669262034804165,Excellent,6.488902138515709,Walk,Severe,Minor,None,Positive,Some,Toxic,89.24548434405193,0.5821602263459841
Middle Class,Graduate,3.8541699447544904,Fair,5.806851030577082,Car,None,Minor,Moderate,Positive,None,Toxic,92.58985171097892,0.5805333497302924
Upper Middle,Bachelor,3.359641901116519,,24.9564127654611,Bus,None,None,Moderate,Negative,Some,Fair,89.08139086543997,0.6768575776534937
Low Income,Less than HS,2.66785586930534,Good,13.697249223472998,Bus,Mild,Major,Low,Negative,Some,Toxic,57.05074267797641,0.09781382047752718
Wealthy,Some College,2.789730049602423,Good,4.678201675694909,Walk,None,None,Moderate,Negative,Some,Poor,75.02644407129338,0.5760865490294941
Low Income,High School,2.8966088439371056,Fair,23.377517235033785,Walk,Moderate,Major,High,Negative,,,97.05885327847656,0.949995103152143
Low Income,Some College,,Fair,7.967027237788743,Bus,Severe,None,Moderate,,Some,Toxic,57.14334023267517,0.7243932019059037
Middle Class,Bachelor,3.2535342749719565,Excellent,11.741291886851796,Car,None,,None,Positive,Active,Poor,97.58223273232764,0.8054882283723023
Wealthy,Bachelor,1.6451476954385436,Poor,2.502216142051691,None,Mild,Major,,Neutral,Some,Toxic,82.25605074568224,0.02270253128511368
Middle Class,High School,3.074373262945711,Fair,13.91930215983321,None,None,None,None,Neutral,Some,Toxic,,0.30937397289763524
Below Poverty,Bachelor,2.2951180275904175,Excellent,20.83109277899103,Walk,None,Minor,High,Neutral,None,,64.183281194549,0.438108575933979
Below Poverty,High School,2.2242471884610167,Fair,8.617482417381698,Car,Moderate,None,Low,Neutral,None,Poor,66.0947400064199,0.9928706138326386
Middle Class,High School,3.081216974446071,Good,18.06878854996909,,,Minor,None,Neutral,Active,Excellent,53.968369410098425,0.32337437986608386
Middle Class,Less than HS,3.8537732920017884,Excellent,,Car,Severe,Minor,Low,Negative,Some,Excellent,81.55792851074396,0.9337390850209722
Wealthy,Graduate,2.7206666777300033,Fair,23.29258298042898,Walk,Mild,None,,Neutral,,Toxic,60.11382818497269,0.2364111556744417
,Graduate,3.6381238100091267,,21.38470332153218,Bus,None,,Moderate,Positive,Some,Fair,74.43328453660897,0.5506650082703053
Below Poverty,Bachelor,3.946376683221803,Poor,16.403746020830283,Walk,Moderate,None,High,Negative,Some,Toxic,79.13203005002258,0.17817543766775135
Below Poverty,Some College,2.607672517534584,Poor,2.676304818432376,Walk,Mild,None,None,Negative,None,Poor,65.84998759752706,0.14941004172502925
Middle Class,Less than HS,2.346469740802145,Excellent,10.81206359683597,Walk,None,Major,Moderate,Positive,None,Excellent,55.900561899765776,0.03302091428496401
Wealthy,Some College,3.8161765290713445,Poor,15.70307637936717,Bus,None,Major,Low,Neutral,None,,,0.430029674450795
Below Poverty,Less than HS,3.5423888514843593,Excellent,6.029136585602123,None,Mild,None,High,Positive,None,,80.43635412605451,0.3754053565250127
Upper Middle,Some College,2.3575714610342073,Poor,17.7646290065884,None,None,Major,Moderate,Negative,Active,Excellent,52.522866016686535,0.39808129076273713
Upper Middle,Bachelor,3.4748337384768138,Excellent,15.71237281156981,,Moderate,Major,None,Neutral,Some,Fair,51.4148270582399,0.08507494212637146
Wealthy,Some College,1.5308707156178594,Good,26.283414954562407,Walk,Mild,,High,Neutral,Active,Poor,84.77358047663249,0.1178623158100639
Below Poverty,Graduate,1.6399774064034995,Poor,11.899961224412484,None,Severe,Major,Moderate,Neutral,Active,Fair,87.51876699304134,0.7881126635312747
Below Poverty,Bachelor,1.7328224027404335,Excellent,22.347928166839544,None,Moderate,Minor,None,Positive,Some,Good,91.09930789848165,0.2818132908239307
,Graduate,3.484914506400453,Fair,9.85833641967362,,None,None,,Positive,Some,Fair,59.31186409212788,0.20565559318679272
Upper Middle,Less than HS,3.4999780172013244,Excellent,16.28769506115589,,Mild,Major,None,Negative,None,Poor,70.94453116826473,0.010400215601001128
Below Poverty,High School,2.588314155732938,Good,18.344569178803777,Car,None,Minor,None,Positive,Some,Toxic,65.25811001265372,0.8933668359470436
Upper Middle,Less than HS,3.825779821270416,Excellent,,None,None,Minor,,Positive,Some,Toxic,71.6628069194435,0.20870250285160297
Below Poverty,Bachelor,2.2398107373841314,Poor,26.714600541928487,Car,Mild,Major,Moderate,Negative,None,Toxic,53.494254978963625,0.5870871765096055
Below Poverty,Graduate,2.061412541971327,,19.08521403270956,None,Moderate,None,High,Neutral,Active,Toxic,78.5404658548037,0.3854428947612757
Below Poverty,Some College,2.1844562246716808,Poor,25.46827568288961,Car,Moderate,Minor,None,Negative,Some,Excellent,66.69846506525629,
Below Poverty,Graduate,2.345194733474568,Fair,7.67138781889356,None,Moderate,None,Moderate,Negative,Some,Fair,84.00556296713765,0.40124725944930417
Upper Middle,Graduate,3.1032419374783142,Fair,10.264536290989495,Car,Moderate,Major,Low,Positive,None,Toxic,60.214810929468,0.5642991283265435
Wealthy,Less than HS,2.6052662277010024,Excellent,26.563168004827336,Walk,Moderate,Minor,Moderate,Negative,Some,Toxic,78.39947295280498,0.9156030958074267
Wealthy,Some College,2.7631483211945516,Excellent,20.712223489239623,Bus,Mild,Minor,Low,Positive,None,Toxic,76.89429154009491,0.4508541661902923
Middle Class,Less than HS,2.001080441072041,Excellent,6.314871603887822,Walk,None,None,None,Neutral,None,Excellent,79.73683233036638,0.2681690108724093
Low Income,Some College,3.938799428782172,Fair,27.923320210636977,None,Mild,None,High,Positive,None,Excellent,65.85144636508923,0.7700353335985106
Upper Middle,,3.7530531281884514,Good,5.545726254247802,None,Mild,None,Moderate,Neutral,None,Excellent,93.90051109409859,
Middle Class,Graduate,3.7820007705065475,Poor,11.522436449529689,Walk,Moderate,Major,None,Negative,Some,Good,61.95484666475729,0.8447847703414194
Low Income,Less than HS,2.906569544291016,Poor,3.432243115397888,Bus,None,,Moderate,Negative,None,Toxic,56.58503536186363,0.9307910472420854
,Less than HS,3.536668222589944,,19.30098814158574,Car,None,Minor,None,Positive,Some,Good,66.94747311047001,0.6515509908223512
Wealthy,Graduate,1.5409529348414002,Fair,9.890540945675259,Car,Moderate,None,Moderate,Neutral,None,Toxic,98.83601353398163,0.03323237135017043
Wealthy,Bachelor,2.9276656309928177,Poor,24.876205102949633,Car,Mild,None,Moderate,Positive,Active,Good,78.43588316824052,0.20085861791224502
Middle Class,High School,2.6715244705070047,Poor,29.9728642284344,Car,Mild,,Moderate,Neutral,Some,Fair,70.09154613703643,0.2323007485804256
Below Poverty,Graduate,3.3612087387982332,Excellent,6.026312340071835,Walk,None,None,High,Negative,,Toxic,80.54096742991347,0.2270146518539793
Upper Middle,Graduate,3.625043164043621,Good,0.949544370440716,Bus,Moderate,Major,Low,Neutral,None,Excellent,57.3876419019463,0.28239602131623787
Upper Middle,Graduate,3.4869360136326493,Fair,2.162775297940634,Walk,Mild,Minor,High,Negative,None,Excellent,73.40866824539759,0.1425034653888081
Below Poverty,Graduate,1.757678409778865,Fair,0.6397413912353261,None,None,Minor,Low,Positive,Active,Poor,89.9376015290241,0.5137313059403532
Wealthy,Graduate,2.839918212386576,Fair,1.4595736428599477,Walk,Severe,None,Moderate,Neutral,Some,Fair,59.18569713031876,0.7022359607405493
Low Income,High School,1.7572626995395009,Good,11.766623901666419,Walk,Severe,None,None,Neutral,Some,Good,,0.3375937864865346
Below Poverty,High School,,Good,26.056245678236518,Walk,Mild,Major,Moderate,Negative,Active,Excellent,57.47186858003305,0.5318873471158351
Low Income,Less than HS,2.567146589399462,Excellent,28.775434694941506,Walk,Severe,Minor,Low,Negative,None,Toxic,87.2435111963045,0.06393372570670286
Below Poverty,Graduate,2.435273521188449,Good,28.780965953071295,None,Mild,Minor,Moderate,Negative,Some,Excellent,52.73273375825687,0.6132391658511052
Wealthy,Graduate,2.993597050889338,Excellent,19.477502654014827,Car,None,Minor,,Positive,,Fair,70.06309337451738,0.6962507951012264
,Graduate,2.4054873985649268,Fair,24.063651218769508,Car,Mild,Minor,Low,Negative,Some,Excellent,86.63075168340148,0.5508033509465617
Below Poverty,High School,1.5992705943406733,Good,27.625124015013473,Car,None,None,None,Negative,None,Toxic,68.56139638333106,0.90425000272805
Middle Class,High School,3.804490565661554,Poor,26.645889135923145,Walk,Mild,Major,High,Neutral,None,Fair,,0.8855240832703362
Wealthy,Graduate,,Excellent,25.63759241978891,Walk,None,None,Moderate,Positive,Active,Good,73.92066793320161,0.49187613296033184
Below Poverty,Less than HS,2.2588639382758706,Excellent,14.170715633013092,Walk,Moderate,None,Moderate,Neutral,None,Fair,74.91958789110821,0.3967658122721305
Wealthy,Some College,3.420564778607225,Poor,0.8265443376614436,Car,Mild,None,Moderate,Positive,None,Fair,52.08524864821369,0.18579228012070081
Low Income,Bachelor,2.6784145087930744,Excellent,3.540809093906509,Car,None,Minor,High,Negative,Some,Toxic,56.86199066916997,0.5682379948321596
Upper Middle,High School,3.006627430950638,Fair,28.049589653355838,Walk,None,Major,High,Neutral,Active,Good,77.26400328678042,0.09959825668059319
Low Income,Less than HS,2.4868933930510706,Excellent,1.9556877446911056,None,,Major,Moderate,Neutral,None,Good,75.27315734306427,0.6780113240305798
Upper Middle,Less than HS,2.106670849354579,Excellent,12.239691322220285,Walk,Mild,Major,High,Neutral,Some,Excellent,71.57629006137792,0.05626001822721616
Wealthy,Bachelor,2.4541242609640914,Poor,27.460871906966226,Car,Mild,Minor,Low,Neutral,Active,Poor,70.33154306052609,0.7901081611845016
Wealthy,Less than HS,2.5904754948920625,Poor,1.6279730800563004,None,Severe,None,Moderate,Positive,None,,52.55465059424979,0.6772292612170834
Low Income,Some College,1.5509855987072896,Fair,28.202430490734958,Bus,Severe,Minor,None,Negative,None,Good,53.616285706771464,0.227147802089543
Wealthy,Bachelor,1.7470888668957243,Good,13.815194613911252,Walk,Severe,None,Low,Negative,None,Poor,93.54045186053474,0.9452608634253963
Wealthy,High School,,Fair,1.982473707989218,Bus,Moderate,Major,High,Neutral,Active,Fair,70.53407786593462,0.1192786666968556
Low Income,High School,2.357204541973311,Good,,Car,None,Major,Moderate,Neutral,Some,Excellent,69.26063782819537,0.919479456579642
Below Poverty,Less than HS,1.6857106856770696,Excellent,17.684986373615754,Bus,Severe,None,Moderate,Positive,None,Good,,0.7902494148909324
Middle Class,High School,2.9928123455829825,Excellent,9.232142307738005,Bus,Severe,Minor,None,Positive,Some,Poor,56.12320002955043,0.00630096979449446
Low Income,Some College,1.714148224315489,Excellent,13.294674720202618,Bus,Mild,,High,Neutral,Some,,61.7942806373937,
Middle Class,High School,2.093626233013391,Fair,29.78757660927096,Car,Moderate,None,Moderate,Positive,Active,Excellent,85.215548922652,0.9627336822009148
Low Income,Bachelor,2.559131724079635,Good,7.757476127646575,None,Mild,Minor,,Negative,Some,,96.25560493868502,
Middle Class,Less than HS,3.779241914275211,,14.429239929987041,None,Severe,None,,Positive,None,Poor,,0.34611950503296895
Low Income,High School,1.917991438351156,Fair,20.503297254135,Walk,None,Major,Moderate,Negative,,Toxic,79.91219094315407,0.16034331439639227
Below Poverty,Graduate,1.875394236840131,Good,29.419227525065683,Bus,Mild,Minor,Moderate,Negative,Some,Poor,73.77505529922205,0.62748233764845
Below Poverty,Bachelor,2.049794698137334,Excellent,2.6762135599805887,Car,None,Major,Moderate,Neutral,Active,Toxic,57.80406825289342,0.5581876477924669
Middle Class,Graduate,1.9203393732623142,Poor,4.183411875028408,Walk,Mild,None,Moderate,Positive,Active,Excellent,67.20903745690634,0.7568333124487358
Below Poverty,Graduate,2.683227454334675,Good,27.272844234080626,Car,Mild,None,Low,Negative,None,Poor,96.2469132547576,
,Graduate,1.724934755632182,Fair,22.54858385592266,None,Moderate,None,Moderate,Neutral,Active,Good,69.92013377943287,0.3267645737755258
Upper Middle,High School,2.962691991897216,,4.235674114083644,Walk,Moderate,None,Moderate,Neutral,Some,,63.621247349326715,0.7640064689027392
Middle Class,Less than HS,3.4187987424540345,Excellent,25.877488339701912,Bus,None,None,High,Positive,None,Excellent,57.52586362988766,0.5213960674317588
Middle Class,Bachelor,3.7271509768104214,Good,14.579608923127859,None,None,None,High,Positive,None,Toxic,73.87059119017282,0.1923605440981334
Low Income,Some College,1.7206506684409888,Poor,21.476520191544793,,None,Major,High,Neutral,Some,Good,94.5451246671695,0.0980934471523135
Upper Middle,Less than HS,1.9972417431657994,Fair,5.133817186629296,None,None,Major,High,Negative,Active,Fair,91.70393887931652,0.043003789404098214
Below Poverty,High School,3.4581513685737435,Excellent,27.55931001738329,None,Mild,Major,High,Neutral,Active,Toxic,64.49333778525231,0.18237238271130107
Low Income,Graduate,3.770363366485776,Fair,25.72136164564421,Car,Severe,None,High,Neutral,Some,Toxic,77.56640608107548,0.8035880208215516
Middle Class,High School,2.2910377979575016,Poor,29.474629734313144,Bus,,None,High,Negative,None,Good,71.20142083256147,0.08717251464334796
Wealthy,High School,3.0159884596442117,Good,21.96150436736015,Bus,Severe,None,Moderate,,None,Excellent,59.67101447202382,0.06860976879563463
Wealthy,Some College,3.2168692235290983,,26.9266536879139,Bus,None,None,Moderate,,None,,97.50279236964036,0.37132376318202165
Low Income,Bachelor,2.8189782502311562,Fair,2.621341143328003,None,None,None,High,Positive,Active,Fair,78.15237478209363,0.4602019778803881
Upper Middle,High School,2.7481904816390856,Good,13.608302216991433,Bus,Mild,Major,None,Positive,None,Good,69.42466644365247,0.7652662470019657
Middle Class,High School,2.5768264066761364,Good,7.045207820648453,Bus,Moderate,None,High,Negative,None,Fair,57.97988045841049,0.5784418807360169
Wealthy,Less than HS,1.6424906525269596,Excellent,7.206292405872896,Car,None,,Moderate,Neutral,Active,Fair,99.76045561594168,0.3392388779702711
Low Income,Some College,3.6629473146872886,Good,2.5713647267255344,Bus,None,None,Moderate,Positive,Active,Good,64.28354317218854,0.34354318745187484
Upper Middle,Bachelor,2.968152811442125,Good,2.3782298064449576,Car,Mild,Major,Low,Positive,Some,Fair,85.88827068027723,0.3698573180689553
Wealthy,High School,1.9274151767366403,Excellent,1.681569364377588,Bus,Severe,None,None,Positive,Some,Toxic,97.95162821245525,0.2352471137425648
Below Poverty,Some College,3.4335949699513852,,2.343878029062589,,Moderate,None,,Positive,None,Fair,61.578962775241024,0.22627607482534773
Wealthy,Bachelor,2.37414420836442,Excellent,,None,Severe,Minor,Low,Positive,Some,Fair,61.14727378865839,0.8546697680046674
Below Poverty,Bachelor,3.5225308410548966,Fair,17.696448126386425,Car,Severe,None,Moderate,Negative,Some,,92.74731666394193,0.9641905673060441
Upper Middle,High School,3.203920838848779,Excellent,19.165490884234664,Walk,Severe,None,None,Negative,Some,Excellent,87.76838555950496,0.09417213130103053
Wealthy,Graduate,2.1922517951812113,Excellent,26.05008683699845,Car,Severe,Minor,High,Positive,None,,75.38240342176316,0.6893188763465304
Upper Middle,,2.948546108891913,Excellent,27.05241628748291,Bus,Mild,Major,High,Negative,Some,Excellent,93.04233710797635,0.004508708613562007
Middle Class,High School,3.216637873001561,Good,24.235575241994127,Bus,None,None,None,Positive,Active,Fair,80.78297174432015,0.24582002279712345
Upper Middle,Bachelor,2.5989014116450955,Poor,4.909126575379566,Car,Severe,Minor,Low,Positive,Active,Excellent,65.1643310284126,0.5809888837700369
Below Poverty,Graduate,2.0503532448775523,Poor,9.435016246271624,Car,Mild,None,Moderate,Neutral,Active,Good,74.7910873341875,0.3114582559179008
Below Poverty,Graduate,2.361819798682737,Excellent,2.035741445705393,None,Mild,Minor,Low,Neutral,Active,Poor,72.65436294060744,0.2419109795649671
Below Poverty,High School,2.417038212673234,Fair,21.92573481437827,None,None,Minor,High,Negative,None,Good,66.15370597973065,0.14778952086460184
Middle Class,Graduate,2.220609209813384,Poor,25.77877341945112,Bus,Severe,Major,High,,None,Good,88.65109765808364,0.8952015648294763
Middle Class,Bachelor,3.996356215260515,Poor,2.6837257749323413,None,Moderate,Major,None,Neutral,,Good,76.97173806351628,0.17664900966911046
Upper Middle,Graduate,2.0366326639322425,Poor,14.656363238646856,None,Severe,Major,Low,Negative,Some,Poor,68.4517922767855,0.1536401860043507
Low Income,High School,3.3287351266581515,Good,15.146043667223593,,None,Minor,Moderate,Neutral,Active,Toxic,92.1205175656828,0.22283497178679557
Below Poverty,Less than HS,3.5300110776230382,Fair,27.75332866543611,None,Severe,Minor,Low,Neutral,Some,Toxic,77.36756232084699,0.8959026306892351
Below Poverty,Some College,,Poor,,Walk,None,None,Low,Neutral,Active,Good,56.61481578635639,0.037564680509122206
Upper Middle,Some College,2.364316374124453,Poor,21.920679626994357,Walk,Mild,Major,None,Negative,Active,Toxic,89.65254753457862,0.12242935770403474
Wealthy,Bachelor,1.6089099641228746,Poor,5.7688325789822725,None,None,,Moderate,Neutral,Some,Fair,84.4694151768975,0.7978923979845638
Below Poverty,Graduate,3.901728350995758,Fair,18.068566825021215,Walk,None,None,None,Neutral,Active,Poor,99.1774670070341,0.7905362806813442
Wealthy,Some College,3.620337265314892,Poor,3.5907679086603768,Car,Moderate,None,None,Positive,None,Excellent,85.68840986423177,0.23524529320494914
Middle Class,Bachelor,2.338522185724995,Good,28.21985729369877,Walk,Moderate,Minor,Low,Negative,Active,,75.82144219156106,0.22257866024178297
Low Income,Some College,2.1794684209993553,Good,28.98656243260991,Car,Severe,Major,None,Neutral,Active,Excellent,94.92005413045815,0.8030717577722264
Wealthy,High School,3.0547462778802474,Good,18.696886467181155,Car,Moderate,,None,Positive,None,Toxic,67.09802484652793,0.31807312823334
Low Income,High School,3.22501112802491,Poor,7.060783918667129,Bus,None,Major,None,Positive,Active,Toxic,89.07987182993224,
Low Income,Some College,1.8258223399498625,Poor,23.02008724961448,Bus,None,None,Low,Neutral,Some,Excellent,52.790847798801856,0.6835575216985246
Below Poverty,Bachelor,1.6324329597136065,Excellent,10.785846397901214,Walk,None,Major,High,Neutral,Active,Fair,58.52754471421834,0.7694525350130863
Middle Class,High School,2.093221545908789,Poor,19.97062816248844,Car,Severe,Minor,None,Neutral,None,Fair,78.62442913185724,
Upper Middle,Some College,1.8010107351517786,Fair,11.871315824542894,Bus,Moderate,None,None,Neutral,Some,Fair,83.25913569025936,0.4935558777081426
Middle Class,Less than HS,2.644818144362739,Excellent,22.574193172869563,Car,Moderate,Minor,Moderate,Positive,Some,Good,74.55127685785595,0.7714093432350769
Middle Class,Less than HS,2.796035692117733,Good,,Bus,Moderate,None,None,Negative,None,Excellent,84.70867361527536,0.5446887863490891
Middle Class,Bachelor,3.0172552046767347,Fair,26.657064032058887,Bus,Moderate,None,None,Neutral,Active,Fair,,0.6686697150831197
Upper Middle,Less than HS,3.7917630206117003,Fair,25.253799150042628,Car,None,Major,None,Positive,Active,Excellent,81.9516012147503,0.8455603077811961
Middle Class,Graduate,2.3186629433423755,Good,15.1840536147543,Car,Mild,Major,Moderate,Negative,,Poor,88.92840658719692,0.905002614518061
Middle Class,Less than HS,2.3555110254248564,Good,22.770755730730787,Bus,None,None,Low,Negative,None,Fair,60.408549389336414,0.9665609691737739
Middle Class,Graduate,1.6482750761348632,Good,29.294439579372792,None,Severe,None,None,,None,Poor,75.25015227409625,0.4320449759565608
Middle Class,High School,2.5332883772063384,Good,15.853770269479316,None,None,Minor,Moderate,Negative,,Good,94.9063911227104,0.11171015795091876
Wealthy,Less than HS,,Good,19.68965834373717,Walk,Moderate,Minor,Low,Positive,Active,Excellent,92.35615831313184,0.45571157608475876
,Some College,,Fair,17.665801763639458,Car,Severe,None,None,Neutral,Some,Good,57.6459583999522,0.8085655252137699
Below Poverty,Some College,3.70253416634341,,29.447081070391974,Bus,None,Minor,Low,Positive,Active,,94.74478220071742,0.7100534064532066
Upper Middle,Some College,3.363792350671676,Poor,7.808804907429057,None,,Major,Low,Negative,Active,Excellent,78.67512248362931,0.2273971341725355
Wealthy,Some College,2.2081103488667653,,17.682472485051807,Bus,Severe,,None,Neutral,None,Good,77.06901962961348,0.057731347349936235
Below Poverty,High School,1.8086582717598438,Poor,14.90618026304226,Car,Severe,,Moderate,Positive,Some,Toxic,80.89336855123618,0.3258603426928669
Middle Class,Bachelor,2.9440952785302086,Fair,21.716295019623722,Walk,Moderate,,None,Neutral,Some,Excellent,85.33775599791102,0.17833130764410055
Wealthy,Graduate,3.8354958580807472,Good,22.724242847576495,Walk,Moderate,None,High,Neutral,Some,Fair,58.308777834994885,0.7689810891428674
Below Poverty,Bachelor,1.8594049392879666,Good,6.574113055751697,None,Moderate,Major,Low,Neutral,Active,Poor,63.86688347714917,0.3116431018317273
Wealthy,Graduate,3.718893375913053,Fair,11.906588083833595,Walk,Moderate,Minor,Low,Negative,,Excellent,60.876104259005515,0.6840317540872848
Low Income,Graduate,3.1550604028811593,Poor,11.742643706506477,None,Severe,None,None,Positive,None,Excellent,64.962690899331,0.41414090715722074
Wealthy,High School,2.397999272816647,Poor,1.3567607364234737,None,Severe,None,Low,Negative,None,Toxic,88.62749187222408,0.8511564234153882
